              [,1]         [,2]         [,3]         [,4]         [,5]         [,6]
[79,] 4.113863e-02 2.243952e-01 2.362631e-01 1.134872e-03 2.180696e-01 1.156206e-03
[80,] 1.134072e-01 3.702720e-02 3.896763e-02 5.236017e-04 3.599295e-02 5.270897e-04
[81,] 1.916525e-04 9.567022e-01 1.186484e-02 1.602199e-02 3.468928e-03 1.916412e-04
[82,] 1.323524e-03 8.400052e-01 9.294602e-02 1.520378e-02 2.713698e-02 1.323514e-03
[83,] 1.174030e-03 2.790614e-02 4.094402e-03 1.616449e-03 7.195645e-01 1.174030e-03
[84,] 4.182226e-04 2.545280e-02 9.698948e-01 8.325471e-04 1.188752e-03 4.182223e-04
[85,] 2.722299e-04 9.528340e-01 2.240038e-03 4.088850e-02 8.246969e-04 2.722280e-04
[86,] 3.567650e-06 9.997399e-01 1.369812e-05 2.126642e-04 6.411805e-06 3.567641e-06
              [,7]         [,8]         [,9]
 [1,] 0.000000e+00 0.000000e+00 0.000000e+00
 [2,] 0.000000e+00 0.000000e+00 0.000000e+00
 [3,] 0.000000e+00 0.000000e+00 1.000000e+00
 [4,] 1.000000e+00 0.000000e+00 0.000000e+00
 [5,] 0.000000e+00 0.000000e+00 1.000000e+00
 [6,] 0.000000e+00 0.000000e+00 1.000000e+00
 [7,] 0.000000e+00 0.000000e+00 1.000000e+00
 [8,] 0.000000e+00 1.000000e+00 0.000000e+00
 [9,] 0.000000e+00 0.000000e+00 0.000000e+00
[10,] 0.000000e+00 0.000000e+00 0.000000e+00
[11,] 0.000000e+00 0.000000e+00 0.000000e+00
[12,] 0.000000e+00 0.000000e+00 0.000000e+00
[13,] 0.000000e+00 0.000000e+00 0.000000e+00
[14,] 0.000000e+00 0.000000e+00 0.000000e+00
[15,] 0.000000e+00 0.000000e+00 0.000000e+00
[16,] 0.000000e+00 0.000000e+00 0.000000e+00
[17,] 0.000000e+00 0.000000e+00 0.000000e+00
[18,] 0.000000e+00 0.000000e+00 0.000000e+00
[19,] 0.000000e+00 0.000000e+00 0.000000e+00
[20,] 0.000000e+00 0.000000e+00 0.000000e+00
[21,] 0.000000e+00 0.000000e+00 0.000000e+00
[22,] 0.000000e+00 0.000000e+00 0.000000e+00
[23,] 0.000000e+00 0.000000e+00 0.000000e+00
[24,] 0.000000e+00 0.000000e+00 0.000000e+00
[25,] 0.000000e+00 0.000000e+00 0.000000e+00
[26,] 1.000000e+00 0.000000e+00 0.000000e+00
[27,] 0.000000e+00 0.000000e+00 0.000000e+00
[28,] 0.000000e+00 0.000000e+00 0.000000e+00
[29,] 0.000000e+00 0.000000e+00 0.000000e+00
[30,] 0.000000e+00 0.000000e+00 0.000000e+00
[31,] 0.000000e+00 0.000000e+00 0.000000e+00
[32,] 0.000000e+00 0.000000e+00 0.000000e+00
[33,] 0.000000e+00 1.000000e+00 0.000000e+00
[34,] 0.000000e+00 0.000000e+00 0.000000e+00
[35,] 0.000000e+00 1.000000e+00 0.000000e+00
[36,] 0.000000e+00 0.000000e+00 0.000000e+00
[37,] 0.000000e+00 0.000000e+00 0.000000e+00
[38,] 0.000000e+00 0.000000e+00 1.000000e+00
[39,] 0.000000e+00 0.000000e+00 0.000000e+00
[40,] 0.000000e+00 0.000000e+00 0.000000e+00
[41,] 0.000000e+00 0.000000e+00 0.000000e+00
[42,] 0.000000e+00 0.000000e+00 0.000000e+00
[43,] 0.000000e+00 0.000000e+00 0.000000e+00
[44,] 0.000000e+00 0.000000e+00 0.000000e+00
[45,] 2.103837e-06 2.103838e-06 2.021215e-05
[46,] 3.172600e-06 3.172615e-06 2.514741e-04
[47,] 1.247760e-05 1.247824e-05 1.081193e-02
[48,] 4.237345e-05 4.237795e-05 2.487482e-02
[49,] 2.498310e-05 2.509311e-05 4.083669e-01
[50,] 2.046483e-03 1.232294e-05 9.934216e-01
[51,] 4.268751e-03 1.993235e-05 9.921335e-01
[52,] 2.378336e-05 4.130407e-05 4.080374e-01
[53,] 2.940726e-05 2.953319e-05 9.955117e-01
[54,] 4.156610e-04 2.226838e-03 1.732477e-01
[55,] 8.425651e-05 3.456714e-03 1.902165e-02
[56,] 8.421085e-05 3.454710e-03 1.901061e-02
[57,] 1.045897e-04 1.045931e-04 1.907535e-02
[58,] 1.259492e-05 1.259493e-05 6.954104e-05
[59,] 6.497358e-05 6.497359e-05 9.383175e-05
[60,] 2.584677e-06 2.583097e-06 1.292200e-05
[61,] 9.071803e-08 9.068064e-08 3.353671e-07
[62,] 1.540051e-06 1.529939e-06 2.487953e-06
[63,] 1.324094e-11 1.322244e-11 1.497497e-11
[64,] 2.326134e-06 2.326134e-06 2.326134e-06
[65,] 5.577380e-06 5.577380e-06 5.577380e-06
[66,] 2.681333e-04 2.583431e-04 2.585102e-04
[67,] 3.779454e-04 3.759876e-04 3.760210e-04
[68,] 2.732625e-04 2.135078e-04 2.135304e-04
[69,] 2.233619e-04 9.726347e-07 9.726608e-07
[70,] 2.232716e-04 9.725283e-07 9.725543e-07
[71,] 5.427472e-03 6.968861e-06 6.968830e-06
[72,] 9.526366e-01 1.190797e-07 1.190797e-07
[73,] 1.842553e-03 7.178883e-06 7.178765e-06
[74,] 1.715498e-03 1.019113e-03 1.019068e-03
[75,] 1.532617e-07 2.610892e-07 1.249840e-07
[76,] 2.496080e-07 1.384098e-03 2.496024e-07
[77,] 1.248178e-07 1.358600e-03 1.248151e-07
[78,] 1.010993e-03 1.628123e-01 1.010993e-03
[79,] 1.134872e-03 2.755726e-01 1.134872e-03
[80,] 5.236016e-04 7.725072e-01 5.236016e-04
[81,] 1.916940e-04 1.916944e-04 1.117541e-02
[82,] 1.323561e-03 1.323561e-03 1.941387e-02
[83,] 1.174031e-03 1.174031e-03 2.421223e-01
[84,] 4.182237e-04 4.182237e-04 9.582179e-04
[85,] 2.722369e-04 2.722370e-04 2.123817e-03
[86,] 3.567686e-06 3.567687e-06 1.309980e-05
